mode,clients,threads,duration_s,sampling_rate,transactions_processed,failed_transactions,latency_avg_ms,latency_stddev_ms,throughput_tps,sampled_transactions,total_log_lines,estimated_total_transactions,p50_ms,p95_ms,p99_ms,min_ms,max_ms,non_numeric_log_entries
off,1,1,12,0.2,4251,0,2.82,-1.0,354.575737,842,842,4210,2.722,3.599,4.315,1.628,6.574,0
off,2,2,12,0.2,8748,0,2.74,-1.0,729.795903,1757,1757,8785,2.665,3.493,4.145,0.935,5.234,0
off,3,3,12,0.2,13313,0,2.701,-1.0,1110.779871,2660,2660,13300,2.588,3.447,4.286,1.164,5.854,0
off,4,4,12,0.2,14702,0,3.261,-1.0,1226.667392,2953,2953,14765,3.158,4.233,5.065,1.158,77.057,0
off,5,5,12,0.2,11575,0,5.177,-1.0,965.748992,2310,2310,11550,4.879,7.711,9.765,2.105,56.974,0
off,6,6,12,0.2,5674,0,12.685,-1.0,473.014932,1181,1181,5905,9.779,29.247,43.223,1.511,62.444,0
off,7,7,12,0.2,5244,0,16.013,-1.0,437.139484,1021,1021,5105,11.019,44.883,71.032,2.88,123.585,0
off,8,8,12,0.2,4998,0,19.208,-1.0,416.489553,971,971,4855,11.681,56.183,90.88,3.191,115.545,0
off,9,9,12,0.2,4321,0,25.006,-1.0,359.909197,884,884,4420,17.255,73.699,126.351,2.091,247.083,0
off,10,10,12,0.2,4245,0,28.294,-1.0,353.436561,797,797,3985,17.071,89.495,141.564,2.858,227.323,0
off,11,11,12,0.2,4365,0,30.258,-1.0,363.54602,841,841,4205,16.974,90.691,163.93,2.466,302.409,0
off,12,12,12,0.2,4275,0,33.721,-1.0,355.857223,827,827,4135,17.637,113.262,195.718,3.057,258.331,0
off,13,13,12,0.2,4554,0,34.308,-1.0,378.923909,889,889,4445,15.974,111.138,202.117,2.6,494.325,0
off,14,14,12,0.2,4025,0,41.81,-1.0,334.848596,800,800,4000,22.463,129.772,229.413,2.697,328.675,0
off,15,15,12,0.2,4224,0,42.68,-1.0,351.450185,786,786,3930,21.425,161.583,307.022,2.872,444.953,0
off,16,16,12,0.2,4193,0,45.9,-1.0,348.584856,831,831,4155,20.701,149.091,259.236,2.934,529.244,0
off,17,17,12,0.2,4048,0,50.54,-1.0,336.368405,842,842,4210,26.851,181.148,305.739,4.142,516.504,0
off,18,18,12,0.2,4113,0,52.665,-1.0,341.784431,878,878,4390,24.965,178.504,323.271,3.179,570.362,0
off,19,19,12,0.2,4121,0,55.523,-1.0,342.203555,803,803,4015,29.845,181.597,383.415,3.741,622.36,0
off,20,20,12,0.2,3958,0,60.762,-1.0,329.153138,784,784,3920,29.468,191.366,329.866,3.236,624.392,0
off,21,21,12,0.2,4132,0,61.177,-1.0,343.264921,761,761,3805,34.232,208.637,444.111,3.207,911.679,0
off,22,22,12,0.2,3964,0,66.813,-1.0,329.277779,751,751,3755,31.733,217.801,390.084,4.0,662.188,0
off,23,23,12,0.2,3912,0,70.798,-1.0,324.865839,803,803,4015,33.175,250.661,425.257,2.913,1080.138,0
off,24,24,12,0.2,3915,0,73.756,-1.0,325.395674,787,787,3935,36.032,233.458,437.17,3.662,1127.773,0
off,25,25,12,0.2,4075,0,73.903,-1.0,338.280025,821,821,4105,31.126,275.44,592.218,3.535,1435.693,0
off,26,26,12,0.2,3916,0,79.982,-1.0,325.073376,787,787,3935,36.545,252.41,680.139,4.573,1809.31,0
off,27,27,12,0.2,3897,0,83.453,-1.0,323.535179,739,739,3695,40.222,281.396,504.138,3.491,1152.052,0
off,28,28,12,0.2,3974,0,84.861,-1.0,329.95162,825,825,4125,34.979,322.316,672.772,3.064,1320.22,0
off,29,29,12,0.2,3923,0,89.058,-1.0,325.632183,772,772,3860,56.086,340.713,544.291,3.372,1033.224,0
off,30,30,12,0.2,4079,0,88.571,-1.0,338.710209,841,841,4205,39.148,317.778,903.489,3.309,2604.621,0
