mode,clients,threads,duration_s,sampling_rate,transactions_processed,failed_transactions,latency_avg_ms,latency_stddev_ms,throughput_tps,sampled_transactions,total_log_lines,estimated_total_transactions,p50_ms,p95_ms,p99_ms,min_ms,max_ms,non_numeric_log_entries
off,31,31,12,0.2,3951,0,94.462,-1.0,328.173182,818,818,4090,40.049,327.673,540.718,3.604,880.75,0
off,32,32,12,0.2,4034,0,95.634,-1.0,334.610061,794,794,3970,45.669,355.271,1240.009,3.518,1580.25,0
local,1,1,12,0.2,10102,0,1.186,-1.0,842.819221,1992,1992,9960,1.169,1.28,1.371,0.918,8.211,0
local,2,2,12,0.2,19064,0,1.257,-1.0,1590.68591,3822,3822,19110,1.227,1.461,1.712,0.917,19.355,0
local,3,3,12,0.2,26485,0,1.358,-1.0,2209.928063,5332,5332,26660,1.307,1.601,2.072,0.851,20.747,0
local,4,4,12,0.2,28410,0,1.688,-1.0,2370.230308,5732,5732,28660,1.646,2.16,2.639,0.959,54.379,0
local,5,5,12,0.2,27964,0,2.143,-1.0,2333.423953,5664,5664,28320,2.099,3.007,3.508,0.969,69.46,0
local,6,6,12,0.2,27331,0,2.631,-1.0,2280.655566,5408,5408,27040,2.404,4.221,5.304,1.043,56.886,0
local,7,7,12,0.2,25707,0,3.263,-1.0,2145.281282,5137,5137,25685,2.926,5.721,7.711,1.024,60.493,0
local,8,8,12,0.2,8805,0,10.895,-1.0,734.258719,1816,1816,9080,8.038,29.727,48.636,1.124,119.098,0
local,9,9,12,0.2,4584,0,23.559,-1.0,382.026678,931,931,4655,14.221,71.409,102.12,1.566,185.632,0
local,10,10,12,0.2,4128,0,29.104,-1.0,343.599335,829,829,4145,17.313,85.606,139.849,1.937,240.591,0
local,11,11,12,0.2,4305,0,30.69,-1.0,358.418403,858,858,4290,16.658,103.009,165.425,2.534,328.853,0
local,12,12,12,0.2,4008,0,35.975,-1.0,333.569195,783,783,3915,19.293,132.219,209.456,2.18,289.868,0
local,13,13,12,0.2,3784,0,41.291,-1.0,314.838276,783,783,3915,29.049,119.927,213.357,2.606,418.743,0
local,14,14,12,0.2,3971,0,42.394,-1.0,330.232947,765,765,3825,24.082,129.876,185.371,2.181,276.142,0
local,15,15,12,0.2,3798,0,47.519,-1.0,315.663072,766,766,3830,27.598,144.323,274.536,3.259,484.474,0
local,16,16,12,0.2,4292,0,44.82,-1.0,356.979511,866,866,4330,21.547,163.513,276.41,2.128,432.711,0
local,17,17,12,0.2,3997,0,51.211,-1.0,331.959788,770,770,3850,26.964,159.927,253.207,2.22,389.096,0
local,18,18,12,0.2,3935,0,55.078,-1.0,326.807509,738,738,3690,28.577,182.643,285.007,3.088,558.612,0
local,19,19,12,0.2,3855,0,59.328,-1.0,320.252174,769,769,3845,30.891,169.501,351.784,2.873,698.782,0
local,20,20,12,0.2,3739,0,64.426,-1.0,310.435086,739,739,3695,32.772,219.296,348.36,3.046,936.541,0
local,21,21,12,0.2,3821,0,66.135,-1.0,317.531653,728,728,3640,36.51,195.139,457.379,2.09,845.069,0
local,22,22,12,0.2,3837,0,69.03,-1.0,318.703908,777,777,3885,36.155,246.309,418.029,3.726,616.612,0
local,23,23,12,0.2,3852,0,71.897,-1.0,319.900475,792,792,3960,38.399,217.382,467.696,4.019,825.45,0
local,24,24,12,0.2,3897,0,74.206,-1.0,323.422351,773,773,3865,36.95,272.6,489.505,2.511,848.524,0
local,25,25,12,0.2,3726,0,80.769,-1.0,309.522888,726,726,3630,41.528,252.115,400.244,3.755,713.885,0
local,26,26,12,0.2,3722,0,84.158,-1.0,308.941636,757,757,3785,39.068,314.458,722.666,3.768,1170.358,0
local,27,27,12,0.2,3758,0,86.569,-1.0,311.888211,737,737,3685,46.029,280.023,541.129,3.797,1054.515,0
local,28,28,12,0.2,3853,0,87.545,-1.0,319.833929,757,757,3785,37.528,335.886,802.724,3.756,1172.922,0
local,29,29,12,0.2,3939,0,88.816,-1.0,326.519068,753,753,3765,34.552,407.66,854.643,3.094,1583.704,0
local,30,30,12,0.2,3689,0,97.929,-1.0,306.343901,753,753,3765,51.905,372.091,734.719,3.263,1540.084,0
local,31,31,12,0.2,3848,0,96.975,-1.0,319.671582,773,773,3865,47.096,351.902,664.206,2.214,1292.584,0
local,32,32,12,0.2,3758,0,102.532,-1.0,312.097525,761,761,3805,56.339,369.793,824.142,2.437,1768.996,0
on,1,1,12,0.2,1995,0,6.008,-1.0,166.433896,410,410,2050,1.579,2.106,3.963,1.067,62.548,0
on,2,2,12,0.2,12558,0,3.149,-1.0,635.068527,2579,2579,12895,1.51,1.888,2.223,1.033,9.772,0
on,3,3,12,0.2,2232,0,16.109,-1.0,186.227259,424,424,2120,2.111,4.377,12.112,1.152,15.357,0
on,4,4,12,0.2,17887,0,2.68,-1.0,1492.404066,3499,3499,17495,2.576,3.765,4.574,1.098,80.018,0
on,5,5,12,0.2,16074,0,3.728,-1.0,1341.143012,3324,3324,16620,3.448,6.052,7.987,1.056,84.233,0
on,6,6,12,0.2,6773,0,10.622,-1.0,564.890186,1398,1398,6990,6.51,31.213,47.434,1.435,84.207,0
on,7,7,12,0.2,3903,0,21.524,-1.0,325.222573,756,756,3780,13.237,57.668,95.318,3.187,163.12,0
on,8,8,12,0.2,3517,0,27.319,-1.0,292.835619,687,687,3435,17.375,72.457,97.019,2.091,245.962,0
on,9,9,12,0.2,2814,0,38.454,-1.0,234.047352,598,598,2990,25.325,102.591,164.672,4.768,225.962,0
on,10,10,12,0.2,2662,0,45.194,-1.0,221.269024,527,527,2635,33.351,124.036,191.973,3.35,275.934,0
on,11,11,12,0.2,2607,0,50.722,-1.0,216.868763,530,530,2650,39.817,132.758,170.155,5.613,292.273,0
on,12,12,12,0.2,2780,0,51.917,-1.0,231.136959,543,543,2715,34.555,145.501,239.704,4.672,444.487,0
on,13,13,12,0.2,2800,0,55.924,-1.0,232.46,547,547,2735,34.005,175.612,308.381,3.52,659.336,0
on,14,14,12,0.2,2868,0,58.785,-1.0,238.155481,594,594,2970,34.771,171.367,384.77,4.572,536.525,0
on,15,15,12,0.2,2674,0,67.58,-1.0,221.9604,517,517,2585,37.659,188.354,391.071,4.712,634.806,0
on,16,16,12,0.2,2679,0,71.951,-1.0,222.373386,556,556,2780,37.598,241.942,358.381,5.579,714.165,0
on,17,17,12,0.2,2599,0,78.846,-1.0,215.610284,509,509,2545,42.323,231.687,417.523,5.512,601.159,0
on,18,18,12,0.2,2538,0,85.561,-1.0,210.377426,509,509,2545,53.9,249.546,361.347,6.676,743.587,0
on,19,19,12,0.2,2566,0,89.224,-1.0,212.946906,520,520,2600,58.011,293.892,593.4,5.584,1050.271,0
on,20,20,12,0.2,2832,0,85.102,-1.0,235.012751,541,541,2705,50.511,257.84,543.001,2.637,639.799,0
on,21,21,12,0.2,2648,0,95.892,-1.0,218.995965,484,484,2420,46.057,324.076,607.088,4.063,997.314,0
on,22,22,12,0.2,2465,0,107.788,-1.0,204.104259,497,497,2485,53.221,431.092,999.938,6.019,1561.881,0
on,23,23,12,0.2,2178,0,213.44,-1.0,107.758621,433,433,2165,63.614,376.958,10102.367,6.485,10174.666,0
on,24,24,12,0.2,2488,0,116.557,-1.0,205.907322,509,509,2545,75.102,327.055,678.926,5.06,871.253,0
on,25,25,12,0.2,2492,0,121.192,-1.0,206.283621,487,487,2435,76.136,372.966,674.904,6.802,1089.63,0
on,26,26,12,0.2,2453,0,128.157,-1.0,202.876479,489,489,2445,71.104,437.643,821.977,4.48,2114.861,0
on,27,27,12,0.2,2483,0,131.529,-1.0,205.278663,522,522,2610,67.7,453.919,866.897,6.129,1448.523,0
on,28,28,12,0.2,2509,0,135.008,-1.0,207.39476,515,515,2575,69.171,438.022,801.652,6.372,1493.78,0
on,29,29,12,0.2,2552,0,137.507,-1.0,210.898424,511,511,2555,88.225,434.85,794.276,6.46,1753.045,0
on,30,30,12,0.2,2530,0,143.541,-1.0,208.999554,481,481,2405,87.135,468.928,747.077,6.247,988.107,0
on,31,31,12,0.2,2490,0,150.568,-1.0,205.886468,480,480,2400,76.494,450.563,874.987,6.692,2647.687,0
on,32,32,12,0.2,2567,0,150.728,-1.0,212.303479,530,530,2650,90.35,478.424,817.824,5.29,1124.016,0
remote_write,1,1,12,0.2,569,0,37.188,-1.0,26.890186,118,118,590,1.762,2.725,3.851,1.022,5.429,0
remote_write,2,2,12,0.2,492,0,83.569,-1.0,23.93242,86,86,430,1.52,2.519,69.159,1.117,69.159,0
remote_write,3,3,12,0.2,904,0,56.709,-1.0,52.90156,183,183,915,2.122,4.851,9892.242,1.341,9897.803,0
remote_write,4,4,12,0.2,2373,0,20.203,-1.0,197.986875,455,455,2275,2.92,4.739,9.871,1.26,42.317,0
remote_write,5,5,12,0.2,1113,0,96.342,-1.0,51.898283,224,224,1120,3.767,17.45,54.278,1.634,94.901,0
remote_write,6,6,12,0.2,738,0,97.627,-1.0,61.458459,158,158,790,13.006,54.434,99.837,3.015,9632.291,0
remote_write,7,7,12,0.2,2988,0,28.122,-1.0,248.913586,582,582,2910,20.309,70.47,96.467,3.614,160.308,0
remote_write,8,8,12,0.2,2974,0,32.311,-1.0,247.593498,585,585,2925,23.622,88.52,130.427,2.626,214.126,0
remote_write,9,9,12,0.2,3010,0,35.944,-1.0,250.391913,601,601,3005,21.594,114.193,178.521,2.66,249.352,0
remote_write,10,10,12,0.2,2953,0,40.722,-1.0,245.568152,621,621,3105,24.118,129.273,205.727,2.932,282.948,0
remote_write,11,11,12,0.2,2728,0,48.479,-1.0,226.900577,577,577,2885,33.85,133.689,222.87,2.185,320.286,0
remote_write,12,12,12,0.2,2745,0,52.587,-1.0,228.192108,535,535,2675,32.934,155.069,218.626,3.495,347.934,0
remote_write,13,13,12,0.2,2645,0,59.135,-1.0,219.83533,539,539,2695,35.359,186.271,323.287,3.756,501.109,0
remote_write,14,14,12,0.2,2549,0,66.156,-1.0,211.6199,517,517,2585,40.022,207.349,354.674,4.845,484.071,0
remote_write,15,15,12,0.2,2699,0,66.946,-1.0,224.061536,507,507,2535,41.398,215.324,352.037,3.28,807.655,0
remote_write,16,16,12,0.2,2914,0,66.136,-1.0,241.924524,524,524,2620,40.831,241.445,461.389,3.705,904.079,0
remote_write,17,17,12,0.2,2726,0,75.306,-1.0,225.74657,567,567,2835,42.781,243.671,389.709,3.45,961.109,0
remote_write,18,18,12,0.2,3061,0,70.846,-1.0,254.073392,598,598,2990,41.375,200.543,476.575,3.492,902.984,0
remote_write,19,19,12,0.2,3229,0,70.868,-1.0,268.104796,627,627,3135,41.74,245.94,375.742,3.575,713.384,0
remote_write,20,20,12,0.2,1903,0,184.339,-1.0,108.495487,373,373,1865,43.274,328.864,10012.639,4.695,10092.226,0
remote_write,21,21,12,0.2,2899,0,87.484,-1.0,240.043355,545,545,2725,48.522,241.902,493.983,4.892,877.793,0
remote_write,22,22,12,0.2,2880,0,92.188,-1.0,238.64264,526,526,2630,52.476,323.631,707.516,2.909,1096.62,0
remote_write,23,23,12,0.2,2663,0,104.261,-1.0,220.600692,505,505,2525,63.888,346.45,567.809,5.33,834.073,0
remote_write,24,24,12,0.2,2729,0,106.1,-1.0,226.202018,570,570,2850,58.529,325.567,671.44,4.874,1058.86,0
remote_write,25,25,12,0.2,2881,0,104.779,-1.0,238.596519,523,523,2615,59.22,390.692,823.975,4.169,983.38,0
remote_write,26,26,12,0.2,2694,0,116.583,-1.0,223.017251,516,516,2580,66.922,418.038,643.068,6.354,1218.346,0
remote_write,27,27,12,0.2,2659,0,122.684,-1.0,220.077745,533,533,2665,66.394,451.661,804.724,4.186,1891.45,0
remote_write,28,28,12,0.2,2630,0,128.655,-1.0,217.635582,493,493,2465,71.703,381.341,670.986,4.003,1437.905,0
remote_write,29,29,12,0.2,2850,0,123.0,-1.0,235.773061,558,558,2790,58.356,513.695,934.583,4.429,1139.897,0
remote_write,30,30,12,0.2,2845,0,127.59,-1.0,235.127659,569,569,2845,67.709,408.137,678.078,2.959,1025.988,0
remote_write,31,31,12,0.2,2845,0,131.641,-1.0,235.489696,531,531,2655,67.018,504.002,1016.446,4.206,1852.925,0
remote_write,32,32,12,0.2,2837,0,136.214,-1.0,234.924582,557,557,2785,65.8,495.226,928.505,5.013,3181.392,0
remote_apply,1,1,12,0.2,819,0,25.755,-1.0,38.827928,171,171,855,1.782,2.391,3.404,1.259,3.847,0
remote_apply,2,2,12,0.2,14990,0,1.599,-1.0,1250.702947,3010,3010,15050,1.543,1.99,2.479,1.056,5.381,0
remote_apply,3,3,12,0.2,17696,0,2.032,-1.0,1476.468081,3581,3581,17905,1.956,2.704,3.26,1.011,6.209,0
remote_apply,4,4,12,0.2,18579,0,2.581,-1.0,1549.920168,3730,3730,18650,2.526,3.613,4.2,1.095,69.043,0
remote_apply,5,5,12,0.2,17552,0,3.415,-1.0,1464.334055,3499,3499,17495,3.121,5.485,6.944,1.086,23.657,0
remote_apply,6,6,12,0.2,9379,0,7.668,-1.0,782.426333,1869,1869,9345,5.541,21.515,34.458,1.183,61.978,0
remote_apply,7,7,12,0.2,4350,0,19.314,-1.0,362.424314,872,872,4360,15.31,51.539,82.609,2.42,114.767,0
remote_apply,8,8,12,0.2,3158,0,30.415,-1.0,263.031293,658,658,3290,19.144,88.532,132.34,1.552,210.584,0
remote_apply,9,9,12,0.2,2826,0,38.255,-1.0,235.261562,613,613,3065,24.997,97.219,155.015,4.152,220.788,0
remote_apply,10,10,12,0.2,3060,0,39.259,-1.0,254.71544,623,623,3115,24.2,114.267,205.237,3.899,258.606,0
remote_apply,11,11,12,0.2,3049,0,43.38,-1.0,253.57287,590,590,2950,23.124,131.526,244.192,5.193,458.322,0
remote_apply,12,12,12,0.2,2745,0,52.601,-1.0,228.130758,563,563,2815,35.049,151.13,249.175,3.035,373.726,0
remote_apply,13,13,12,0.2,2696,0,58.058,-1.0,223.915114,548,548,2740,36.703,163.581,267.004,4.504,408.087,0
remote_apply,14,14,12,0.2,2754,0,61.235,-1.0,228.626874,561,561,2805,36.862,180.894,335.977,3.55,522.561,0
remote_apply,15,15,12,0.2,2486,0,72.717,-1.0,206.280554,489,489,2445,44.93,201.038,347.94,5.738,697.101,0
remote_apply,16,16,12,0.2,2561,0,75.378,-1.0,212.263985,450,450,2250,48.131,275.664,367.618,3.438,756.594,0
remote_apply,17,17,12,0.2,2566,0,79.851,-1.0,212.895882,538,538,2690,45.156,259.068,471.521,5.358,932.97,0
remote_apply,18,18,12,0.2,2425,0,89.481,-1.0,201.160776,497,497,2485,53.968,251.001,535.314,6.106,844.983,0
remote_apply,19,19,12,0.2,2703,0,84.798,-1.0,224.061707,518,518,2590,52.271,238.746,487.341,6.05,749.862,0
remote_apply,20,20,12,0.2,2410,0,100.183,-1.0,199.634743,496,496,2480,55.467,335.12,680.684,7.06,1033.259,0
remote_apply,21,21,12,0.2,2499,0,101.44,-1.0,207.019047,518,518,2590,61.817,316.891,616.079,4.468,1105.843,0
remote_apply,22,22,12,0.2,2478,0,107.256,-1.0,205.116863,529,529,2645,69.537,333.977,563.931,5.855,751.967,0
remote_apply,23,23,12,0.2,2421,0,114.754,-1.0,200.428326,462,462,2310,77.453,334.544,555.463,5.823,785.626,0
remote_apply,24,24,12,0.2,2435,0,119.068,-1.0,201.56624,500,500,2500,82.726,449.086,637.327,4.376,879.103,0
remote_apply,25,25,12,0.2,2431,0,124.321,-1.0,201.092268,483,483,2415,75.274,340.209,743.094,5.074,922.075,0
remote_apply,26,26,12,0.2,2464,0,127.527,-1.0,203.878996,494,494,2470,73.404,417.927,723.33,6.521,1039.05,0
remote_apply,27,27,12,0.2,2458,0,132.99,-1.0,203.022357,469,469,2345,62.025,449.52,776.02,6.098,1761.74,0
remote_apply,28,28,12,0.2,2509,0,134.901,-1.0,207.558934,485,485,2425,87.001,497.771,897.065,4.72,1397.339,0
remote_apply,29,29,12,0.2,2431,0,144.412,-1.0,200.81499,493,493,2465,80.767,473.712,642.703,5.214,1672.41,0
remote_apply,30,30,12,0.2,2436,0,149.191,-1.0,201.084735,492,492,2460,71.483,550.426,993.507,6.281,2196.219,0
remote_apply,31,31,12,0.2,2540,0,147.748,-1.0,209.816817,522,522,2610,80.26,492.307,977.969,4.29,1770.862,0
remote_apply,32,32,12,0.2,2439,0,158.862,-1.0,201.432425,540,540,2700,95.855,519.711,866.318,6.572,1277.881,0
