threads,iterations,rows,working_set_rows,input_working_set_rows,rows_per_dpa_task,window_writeback,input_materialization,input_location,input_working_set_bytes,ring_output_location,ring_output_bytes,ring_slots,cmdq_chunks,cmdq_tasks,payload_bytes,serializer_work_bytes,host_elapsed_us,enqueue_elapsed_us,start_elapsed_us,drain_wait_us,host_payload_throughput_mb_s,host_serializer_work_throughput_mb_s,dpa_throughput_mb_s,dpa_cycles_sum,dpa_cycles_max,avg_dpa_cycles_per_row,mismatches,status_errors,verification_skipped
64,1,5000000,100000,100000,4,1,materialized,host,14681284,host,0,0,77,1250000,1004064200,1004064200,3364367,170693,91,3195525,298.441,298.441,851.87,135781566973,1841736,27156.3,100000,0,0
256,1,5000000,100000,100000,4,1,materialized,host,14681284,host,0,0,77,1250000,1004064200,1004064200,2608405,164238,87,2446095,384.934,384.934,3400.93,136042921300,1881253,27208.6,100000,0,0
512,1,5000000,100000,100000,4,1,materialized,host,14681284,host,0,0,77,1250000,1004064200,1004064200,2573281,164270,92,2410956,390.188,390.188,6753.6,137015118110,1854344,27403,100000,0,0
