threads,iterations,rows,working_set_rows,input_working_set_rows,rows_per_dpa_task,window_writeback,input_materialization,input_location,input_working_set_bytes,ring_output_location,ring_output_bytes,ring_slots,cmdq_chunks,cmdq_tasks,payload_bytes,serializer_work_bytes,host_elapsed_us,enqueue_elapsed_us,start_elapsed_us,drain_wait_us,host_payload_throughput_mb_s,host_serializer_work_throughput_mb_s,dpa_throughput_mb_s,dpa_cycles_sum,dpa_cycles_max,avg_dpa_cycles_per_row,mismatches,status_errors,verification_skipped
256,1,5000000,100000,100000,16,1,materialized,host,14681284,host,0,0,50,312500,1004064200,1004064200,1457255,37498,73,1420428,689.011,689.011,2944.6,157125650249,1816984,31425.1,0,0,0
512,1,5000000,100000,100000,16,1,materialized,host,14681284,host,0,0,50,312500,1004064200,1004064200,948774,41438,84,908086,1058.28,1058.28,5943.13,155700056252,1811648,31140,0,0,0
