threads,iterations,rows,working_set_rows,input_working_set_rows,rows_per_dpa_task,window_writeback,input_materialization,input_location,input_working_set_bytes,ring_output_location,ring_output_bytes,ring_slots,cmdq_chunks,cmdq_tasks,payload_bytes,serializer_work_bytes,host_elapsed_us,enqueue_elapsed_us,start_elapsed_us,drain_wait_us,host_payload_throughput_mb_s,host_serializer_work_throughput_mb_s,dpa_throughput_mb_s,dpa_cycles_sum,dpa_cycles_max,avg_dpa_cycles_per_row,mismatches,status_errors,verification_skipped
256,1,5000000,100000,100000,16,1,materialized,host,14681284,host,0,0,50,312500,1004064200,1004064200,1409770,42896,79,1367626,712.218,712.218,3178.86,145546701396,1740064,29109.3,0,0,0
512,1,5000000,100000,100000,16,1,materialized,host,14681284,host,0,0,50,312500,1004064200,1004064200,935169,41372,75,894503,1073.67,1073.67,6433.24,143838203209,1741365,28767.6,0,0,0
