threads,iterations,rows,working_set_rows,input_working_set_rows,rows_per_dpa_task,window_writeback,input_materialization,input_location,input_working_set_bytes,ring_output_location,ring_output_bytes,ring_slots,cmdq_chunks,cmdq_tasks,payload_bytes,serializer_work_bytes,host_elapsed_us,enqueue_elapsed_us,start_elapsed_us,drain_wait_us,host_payload_throughput_mb_s,host_serializer_work_throughput_mb_s,dpa_throughput_mb_s,dpa_cycles_sum,dpa_cycles_max,avg_dpa_cycles_per_row,mismatches,status_errors,verification_skipped
256,1,5000000,100000,100000,16,1,materialized,host,14681284,host,0,0,50,312500,1004064200,1004064200,1453134,43121,73,1410807,690.965,690.965,2983.77,155062975535,1862414,31012.6,0,0,0
512,1,5000000,100000,100000,16,1,materialized,host,14681284,host,0,0,50,312500,1004064200,1004064200,963504,36068,71,928094,1042.1,1042.1,5950.22,155514583055,1887770,31102.9,0,0,0
