threads,iterations,rows,working_set_rows,input_working_set_rows,rows_per_dpa_task,schedule,window_writeback,input_materialization,input_location,input_map,input_working_set_bytes,ring_output_location,ring_partition,ring_output_bytes,ring_slots,cmdq_chunks,cmdq_tasks,payload_bytes,serializer_work_bytes,host_elapsed_us,control_setup_elapsed_us,end_to_end_elapsed_us,enqueue_elapsed_us,start_elapsed_us,drain_wait_us,host_payload_throughput_mb_s,host_serializer_work_throughput_mb_s,end_to_end_serializer_work_throughput_mb_s,dpa_throughput_mb_s,dpa_cycles_sum,dpa_cycles_max,avg_dpa_cycles_per_row,mismatches,status_errors,verification_skipped
190,1,1024,1024,1024,16,static-chunked,1,materialized,dpa,worker-shard,151410,host,shared,0,0,1,190,206544,206544,633,155532,156165,26,64,569,326.294,326.294,1.3226,2410.98,29298485,34513,28611.8,0,0,0
