threads,iterations,rows,working_set_rows,input_working_set_rows,rows_per_dpa_task,window_writeback,input_materialization,input_location,input_working_set_bytes,ring_output_location,ring_output_bytes,ring_slots,cmdq_chunks,cmdq_tasks,payload_bytes,serializer_work_bytes,host_elapsed_us,enqueue_elapsed_us,start_elapsed_us,drain_wait_us,host_payload_throughput_mb_s,host_serializer_work_throughput_mb_s,dpa_throughput_mb_s,dpa_cycles_sum,dpa_cycles_max,avg_dpa_cycles_per_row,mismatches,status_errors,verification_skipped
256,1,5000000,100000,100000,16,1,materialized,host,14681284,host,0,0,50,312500,1004064200,1004064200,2127496,40925,74,2087280,471.946,471.946,1756.64,263385052896,3027076,52677,0,0,0
512,1,5000000,100000,100000,16,1,materialized,host,14681284,host,0,0,50,312500,1004064200,1004064200,1297773,40516,75,1257943,773.682,773.682,3570.16,259188805266,3028863,51837.8,0,0,0
