threads,iterations,rows,working_set_rows,input_working_set_rows,rows_per_dpa_task,window_writeback,input_materialization,input_location,input_working_set_bytes,ring_output_location,ring_output_bytes,ring_slots,cmdq_chunks,cmdq_tasks,payload_bytes,serializer_work_bytes,host_elapsed_us,enqueue_elapsed_us,start_elapsed_us,drain_wait_us,host_payload_throughput_mb_s,host_serializer_work_throughput_mb_s,dpa_throughput_mb_s,dpa_cycles_sum,dpa_cycles_max,avg_dpa_cycles_per_row,mismatches,status_errors,verification_skipped
64,1,5000000,100000,100000,4,1,materialized,host,14681284,host,0,0,77,1250000,1004064200,1004064200,3387266,162049,80,3227237,296.423,296.423,1314.85,87970734988,974953,17594.1,100000,0,0
256,1,5000000,100000,100000,4,1,materialized,host,14681284,host,0,0,77,1250000,1004064200,1004064200,3015402,152318,98,2864891,332.979,332.979,5159.11,89680684646,986101,17936.1,100000,0,0
512,1,5000000,100000,100000,4,1,materialized,host,14681284,host,0,0,77,1250000,1004064200,1004064200,2996894,163924,114,2834772,335.035,335.035,10315.9,89700762931,1012148,17940.2,100000,0,0
